ID,x,y
1,-3598621,1806818
2,-3392088,6305989
3,-6729297,9390619
4,-9119665,2645393
5,-7401814,3653105
6,7515521,3981227
7,-8311018,2580036
8,1139619,5025708
9,2123320,99775
10,1414,5181308
11,-4103715,538548
12,-4846017,5592565
13,-6322519,6604126
14,-7981442,6349599
15,-2209753,9799556
16,-2002502,7199607
17,-9293606,9480996
18,9353207,3692446
19,-6089778,1344953
20,-4280552,2843649
21,3441898,5790822
22,-9140001,2168819
23,-2271074,7746819
24,8663321,8246339
25,8462695,5642072
26,-5473913,1069188
27,1081763,7718152
28,6470932,2963927
29,6098455,3213403
30,1955203,3526137
31,-9371039,1321160
32,3342849,1099337
33,-2950750,143335
34,1887434,2604195
35,-4498910,474099
36,-7668976,4035835
37,-663063,4907107
38,-624345,1284086
39,-2605785,8811677
40,8192499,385451
41,8802345,3155615
42,4748533,7718111
43,-2685089,8614714
44,-6928427,8444459
45,4681773,4103269
46,-7406843,3933860
47,528381,7605856
48,-4510227,4764320
49,-3626450,5092755
50,-8986034,5162769
51,5631733,2592673
52,-1251574,1553417
53,-3445394,1263847
54,3567112,4956139
55,9386547,3396337
56,4498765,4020538
57,-9150120,431088
58,2716602,5631560
59,2456298,2673122
60,8792558,2411066
61,-3679737,5871855
62,-6083635,2531487
63,3740045,7585212
64,-9786159,5626898
65,-1344074,1557077
66,-1187419,543577
67,1697804,3618305
68,-7424438,9535885
69,9000971,1456530
70,-6647648,153519
71,1128859,5833868
72,-623931,970383
73,4413838,7319993
74,-2784637,1667754
75,-8096233,9682817
76,8815329,3373947
77,-242181,4734901
78,3144822,6450272
79,5147920,6520225
80,9528379,6000146
81,1494729,3739679
82,-5126691,9316915
83,4579434,664563
84,-5673122,8939443
85,-1196148,7268719
86,5796140,7712907
87,-4679598,3096177
88,5028381,6773435
89,3404073,3667028
90,-7229755,3779573
91,-270017,756801
92,1638795,3105464
93,4107885,8622719
94,-3200796,9805638
95,948710,9956133
96,-8286760,7301640
97,-1768931,3142217
98,-5847228,8896110
99,9682659,6810541
100,7797367,3752946
101,322510,6079141
102,-762230,1599520
103,171003,2750311
104,-275593,1030525
105,542853,5947595
106,262093,5249310
107,-152130,7941995
108,55420,5430456
109,-571639,1507525
110,-234743,1726407
111,-543223,4871127
112,-446778,2832468
113,-548204,8594161
114,-885617,8452481
115,177454,2628103
116,132845,8710367
117,-10553,4811986
118,-630983,3524749
119,-889553,8332495
120,-864852,40828
121,-786818,6678746
122,348125,8363166
123,321819,516975
124,-270041,7196943
125,589221,5187827
126,-565468,2353790
127,43582,584549
128,781062,9119659
129,-754661,7800419
130,-407840,9035370
131,407847,62131
132,442979,4286937
133,119630,7351280
134,-731396,9599723
135,833371,8230484
136,427473,9479956
137,-198972,6478719
138,54875,5609306
139,808243,7597968
140,-637335,5568494
141,-155117,9858982
142,289232,2836530
143,670635,2801206
144,-261503,1133148
145,893265,4417976
