ID,x,y
1,-667171,7874190
2,3573577,6749393
3,-446485,4321651
4,-1480577,-7819762
5,-1161316,7387043
6,-1188323,8434590
7,5265898,7511445
8,429814,90916
9,3826106,4844459
10,5566031,7358950
11,-2187022,-4163470
12,5816989,1272185
13,3684577,-2561147
14,1101332,8055826
15,1077017,-4694854
16,1644041,-8594181
17,9402514,1512977
18,4601732,-2141681
19,-6954944,7391390
20,9056643,-1641070
21,3139016,4453496
22,4966814,5910446
23,1418602,-570963
24,-8210242,-2894059
25,2135503,-6239350
26,4904099,-3708994
27,-6259662,-444518
28,93617,519162
29,8363515,-9754517
30,5553675,4604684
31,-2816583,8503329
32,5819794,-1856973
33,6304855,-532054
34,8298325,-9582814
35,-5218431,5389310
36,9023910,-6822247
37,-2140862,5758119
38,-2927187,7473867
39,-7481785,6002272
40,9402301,1731644
41,7838347,6530518
42,5489767,8590921
43,7827658,-9525261
44,8258255,7418617
45,8748287,-1243641
46,-3013506,-6661392
47,-8061494,7010562
48,9318121,-5570735
49,-8740481,1714627
50,3093950,4904511
51,9681363,-2985174
52,7750638,4714035
53,-6075611,7968298
54,6773464,2308749
55,-8164887,9289650
56,-3724185,5374742
57,-3407833,-1712242
58,6905010,5032211
59,5783615,-3127535
60,359727,9251731
61,-7151846,-8719938
62,-7260913,-5004355
63,-3668377,4127557
64,-6796340,-4562013
65,-6505672,6649283
66,9304871,9130089
67,9887520,-896525
68,6538360,4787875
69,506029,7608147
70,656535,-5861297
71,-5620575,9493088
72,369027,-2949843
73,-7036645,2047775
74,127609,-382610
75,-9963373,2890852
76,-253286,-5895013
77,-3300857,-3508891
78,-9929928,2215308
79,8569112,-7846597
80,5573382,1899775
81,616397,-767622
82,-1622057,6025798
83,-4390296,9131362
84,7066525,3117698
85,-420652,3672911
86,-521512,2242667
87,-9821897,9921027
88,-280682,-5584962
89,4231984,-5460158
90,-92741,2930614
91,-846915,2238230
92,3750451,-7492179
93,7705364,-3707233
94,-4570174,-3697583
95,-2049208,-9381726
96,3163347,-7264449
97,-587601,3421617
98,-2073017,-7414725
99,9372886,3043419
100,8574086,3921299
101,-153329,354028
102,521863,61264
103,-846110,-13103
104,562283,437798
105,266110,-761060
106,621247,767893
107,-701581,958331
108,-512253,-160998
109,911145,-121039
110,769847,-408065
111,333511,-472679
112,524712,-173171
113,111825,-37813
114,-423335,-526106
115,-937743,895691
116,-953532,228153
117,490966,257630
118,-470798,-559695
119,295960,-517512
120,290966,124364
121,785419,831814
122,141410,688738
123,-427320,-444074
124,585597,-766465
125,-200369,229562
126,727120,658899
127,690148,812109
128,-930314,-93335
129,901256,-104550
130,-672049,526824
131,391941,-845805
132,597278,-402669
133,615922,762441
134,-512921,190661
135,56974,256941
136,-981449,-652112
137,353613,-128649
138,802135,879930
139,691823,449748
140,-797251,346473
141,-948970,-552981
142,33775,537483
143,-895211,697402
144,-314905,-248330
145,-922468,-972212
146,350467,-59182
147,619337,492987
148,-561164,-570553
149,-217823,-229933
150,644407,-6715
151,69731,197107
152,682308,626839
153,-242863,-934539
154,-158806,667434
155,-307078,286606
156,-206290,510387
157,278799,99536
158,123794,362865
159,154282,-858097
160,-517924,292039
161,-697603,237664
