ID,x,y
1,2433553,-2825439
2,-5819498,8837792
3,-8270620,-1111786
4,3236611,8932965
5,3115450,-481516
6,-1606441,5892309
7,-1111124,-5802551
8,2335580,993507
9,4396210,8649495
10,-9026155,3682561
11,-8111752,-9646770
12,-5944755,-5548146
13,1917083,6353997
14,-7598606,5310773
15,1298185,-8053835
16,127396,9147293
17,6858657,4688981
18,4100047,214219
19,2747753,8684190
20,-6688838,-2882004
21,9277986,-4280118
22,3221659,-8945201
23,-7082087,-1399660
24,1249439,4418397
25,-5020517,6371289
26,-9045235,3376813
27,-9179967,-2764221
28,7550538,-1749788
29,9361772,1292043
30,-2016173,2944227
31,1027627,-6758534
32,3322290,7270095
33,-1158838,7602555
34,3529014,7035305
35,2844714,-2792350
36,8727130,-4013496
37,2552302,-3725041
38,-6197228,6142169
39,2694457,5955967
40,6194581,6737260
41,9209030,9625532
42,1946011,-2026719
43,-4486716,3865050
44,-5950058,-6111363
45,4795005,1823041
46,6491701,-7780957
47,5851140,-3365387
48,-6910038,9080096
49,2797999,4480180
50,3579381,-4062303
51,2292812,8911774
52,-8924240,-5258606
53,-2818908,-5079896
54,9850290,3393463
55,-4758076,-5329173
56,6297031,-9820444
57,5559215,-7569903
58,-2301863,-2297069
59,4683601,-3046560
60,-2913061,-3141173
61,3743803,-6887129
62,9730254,-3378431
63,-7932292,3160019
64,3818512,7287491
65,-6555922,-3536044
66,-6981639,-9115758
67,6734740,-3097776
68,-695318,-9887052
69,3374359,7564861
70,-1238315,-772308
71,3802024,6976261
72,504463,-2500149
73,-6516984,5361494
74,7033788,1355734
75,-6281786,-5486138
76,2860072,-6302991
77,6390741,7757650
78,-3802749,1663269
79,4911479,-3612441
80,-2847473,3516910
81,-314186,7177355
82,2857663,-5903714
83,-3552393,9222629
84,-8817218,4091811
85,-7364340,4475140
86,1063089,9764265
87,5169179,-1966207
88,1915481,7405274
89,645472,-5214318
90,6530149,1504581
91,7315000,-2522929
92,6766867,-8854972
93,5738229,-8571267
94,-4751966,474930
95,9821800,4736029
96,-3037736,1310569
97,-1848035,-5362828
98,-9384482,-1871678
99,7766163,5140419
100,-6244777,6969924
101,699667,758872
102,604965,449015
103,319,90384
104,940195,-194267
105,-442955,875631
106,427916,-96044
107,2547,893639
108,878158,-816288
109,832389,-953124
110,556010,375305
111,-821071,-451687
112,-78146,-831211
113,793520,-607695
114,-209469,-320892
115,907022,-724711
116,-643893,597314
117,-539220,-357675
118,91822,-118513
119,884359,-487499
120,447692,354706
121,-424623,-226422
122,324979,425883
123,885874,-950726
124,-797895,-667906
125,354294,602994
126,-844358,427875
127,-928945,-700505
128,-967511,-731169
129,-183974,516747
130,331736,-236077
131,146095,-863202
132,-478538,-955160
133,575377,730165
134,-481142,-838675
135,999808,820158
136,368261,-318138
137,148389,-421396
138,-159590,284927
139,117989,824500
140,676258,-579061
141,-99001,-259402
142,814521,515658
143,388914,-195953
144,397512,-263083
145,726402,-41737
146,129835,-614861
147,-965332,357772
148,816952,-479617
149,-428479,-435323
150,-507986,671045
151,827247,314462
152,941574,-947681
153,722341,50291
154,554734,-407625
155,-179471,595921
156,84371,-310811
157,570324,-991518
158,-319692,-133377
159,-949786,-921675
160,-156481,-2313
161,280846,294172
162,657690,-772817
163,-209061,178311
164,777896,-474567
165,510762,-647470
166,613655,-835449
167,698324,-381053
168,396615,296569
169,31869,-32938
170,-560805,-955306
171,-614990,-880134
172,11000,-83750
173,-559744,910313
174,-862756,245432
175,458866,-957468
176,866513,93870
177,-149538,-250520
178,-920673,528740
179,11198,-297846
180,-323006,-893288
181,111920,632059
182,322629,152427
183,697069,-378462
184,813370,497535
185,-39901,689244
186,917494,-126036
187,195942,297599
188,-164351,-882765
189,311245,-805522
190,-363928,-263077
191,588061,795561
192,137371,-782330
193,-763987,630478
194,-45737,-972075
195,31643,481732
196,681042,800475
197,788081,496569
198,-729574,139723
199,109534,735268
200,-461031,-636520
201,431308,998793
202,-52455,490216
203,-546606,965353
204,711143,-444257
205,856450,321606
206,589161,771008
207,522233,249745
208,139195,245415
209,500313,104639
210,961395,91872
