ID,x,y
1,-7644787,8100673
2,-6294542,-6932221
3,-4928057,9894544
4,-2123149,4644194
5,-1750376,7461830
6,6935014,8320038
7,-7191820,9662825
8,4414948,6776350
9,-9792274,-7669523
10,-2074769,-1690502
11,-8431253,2737828
12,-265438,4060629
13,-4283413,3805126
14,5321710,8226472
15,-6383492,8106193
16,-4393244,6750485
17,8361779,8655884
18,-9199929,-8359413
19,-4802538,4700728
20,-6146413,-7015549
21,-1214612,6690368
22,-4643438,8991289
23,-3849133,1286513
24,-2577551,-1944078
25,3832105,4063941
26,-3622181,7539836
27,-2981390,7715359
28,-3313659,-177543
29,9324397,9714400
30,-3726211,2997782
31,-7871468,1089885
32,-3868700,-4298624
33,-6550135,5525679
34,-5627296,4107329
35,2242598,2870014
36,-3069665,-2662781
37,4543715,7004294
38,-4222967,5323745
39,-9763069,1381961
40,-5045180,-2034125
41,-2971044,8920646
42,677118,21318
43,-3932006,7094699
44,-9208548,-733081
45,4882604,5027363
46,3954875,3135101
47,-6569821,-1947809
48,252128,564151
49,-8954940,-2349650
50,-2444026,2155468
51,-6663463,-2564673
52,-166764,345414
53,-278316,9019602
54,-807884,2979255
55,6839659,9489639
56,-7650508,8471670
57,-9845955,-9045841
58,-7218244,-4713405
59,2309218,7218348
60,-9447796,7901170
61,2896952,6995928
62,-5057592,6177651
63,-7083334,8629478
64,-6576769,-3178710
65,-4001528,9498842
66,-6152057,122375
67,-4269652,2161786
68,-8500600,-3798876
69,-9760404,-5062950
70,-8433376,7639369
71,-3737159,1344488
72,-3799514,143432
73,-7782051,8795847
74,3217384,5112260
75,3658172,7160091
76,6465198,5969629
77,-4725899,9543014
78,-9878210,-9605453
79,-9104148,3968349
80,1201172,259354
81,-5097206,5287663
82,-5192172,-116366
83,1274900,3403959
84,-9845050,-9289943
85,-222348,3415560
86,-4891329,-5564369
87,-8172476,-4911669
88,1706075,1867535
89,919169,1316977
90,2890984,8104730
91,-1895267,1007760
92,-8514566,-2096797
93,-540413,418697
94,7610077,7066894
95,-5697403,9525649
96,-8696633,9055965
97,-8403704,-5613180
98,2042435,5288412
99,-7700224,-4525208
100,-8597777,4536797
101,-2802345,-3524153
102,897112,1144497
103,-7450332,6955585
104,6410690,9884540
105,-1023395,8451825
106,-6104204,5503478
107,2695798,7128110
108,1992892,6650384
109,-8786724,4109067
110,320244,1032609
111,-3781195,-1262210
112,-75363,8326041
113,3131198,5227550
114,9409526,8591685
115,-8566116,-7374878
116,-1953149,9585405
117,-6185284,-1736948
118,-6570969,9986202
119,3739312,3908072
120,4190600,6449176
121,-9263931,9419167
122,3782734,4829333
123,6852280,7595702
124,2508708,3505658
125,-8202965,-6474801
126,-5505759,2340602
127,-8209048,-7842525
128,-6782114,6731261
129,8337648,9559647
130,-9195206,-8329650
131,438292,1458438
132,-7154059,-1734813
133,-9848537,1376395
134,-5715399,5194205
135,4633939,3591381
136,-8447803,-1981976
137,-7485850,2708074
138,-3119016,-3551648
139,-6960527,-7357485
140,-6421718,-638031
141,-6870802,-6597656
142,5060970,7842584
143,-3735910,6606265
144,592701,4974681
145,-5605385,-999678
146,-5695029,8721280
147,-5916090,-6750820
148,-6749530,7338200
149,-5635629,8840924
150,-9578352,8697656
151,9763146,9006917
152,-5619616,2098545
153,-6662005,5932698
154,-1585990,781087
155,8484636,7467991
156,1852950,6691927
157,-8970442,-8755244
158,1315619,5201747
159,-5926329,8438775
160,562744,4115645
161,3394116,2617458
162,-453510,8883229
163,-8287514,-52786
164,5809925,6744759
165,1878748,3447080
166,-455316,1525266
167,-7305990,-6783914
168,-9773143,-7378687
169,-8975874,-2963911
170,-8770978,-9840266
171,-2555821,-731083
172,-7956613,-8748726
173,-1172988,-1221800
174,-8688432,9887066
175,-1156974,6143639
176,-1992927,2135345
177,-8186786,-3097556
178,8651725,8623560
179,-6552672,4063262
180,-7361405,5748690
181,7743847,9949181
182,-7326916,-3228641
183,-7713192,-1616711
184,-4549553,-3679137
185,-7609371,5030937
186,-9803706,5035918
187,-7907502,-5309388
188,-3247287,-3359453
189,1087039,6110117
190,-5584977,5977695
191,6079760,5732964
192,-5677802,-180579
193,5556946,5957761
194,4509046,5880187
195,-8633309,-1935833
196,-7286154,-6876548
197,-3605545,7597595
198,-4589652,5625492
199,-8904562,-8535577
200,-7856529,-615450
201,-9889032,-3235897
202,-3960143,9456362
203,357488,497108
204,-1372802,3880931
205,-5944866,6625630
206,-4774067,-2983316
207,-2645040,9825068
208,-3685589,-2877110
209,-7012751,-5474860
210,2962973,3586038
211,1183028,881165
212,-4428565,-472957
213,5224458,4230333
214,2624378,3626468
215,-2888787,564911
216,-2052381,-2625242
217,-8016848,7316101
218,-2589033,5004187
219,-1370229,4733062
220,-8165555,3496490
221,-4103514,5512416
222,-5979637,-2311286
223,-9753469,643977
224,1374966,7515735
225,8764511,8663737
226,-1305405,9069285
227,142836,-260364
228,-9211357,1728270
229,-8643689,-7805602
230,-5646791,4385029
231,-8571678,-2112997
232,-8617204,5769932
233,-4338826,-4230764
234,-3609869,-855118
235,-4265881,-3275309
236,-8487463,-865934
237,-6916530,-3964913
238,-8367813,-7581606
239,-8324452,-4369710
240,4706804,7169021
241,-3880620,-4138631
242,-5745997,9263211
243,-4047285,-1757690
244,-791791,4161195
245,-7702799,8622510
246,-6471388,-1810683
247,-8701073,514802
248,-1421300,4106049
249,1140931,2944998
250,-8256122,2244372
251,2349048,5217437
252,-4165098,3978040
253,-9189891,-220531
254,1866278,7806376
255,-7086783,-7411994
256,4505879,8795816
257,-7065878,8210813
258,-5448007,6831945
259,-6684777,1055954
260,-3580740,7198864
261,-2951050,5908472
262,7983820,8068699
263,-2449347,-2466654
264,-8819551,-6025122
265,-6797634,-466664
266,6386604,7675465
267,-870643,-221402
268,-9554638,-2786537
269,-8504593,-7507043
270,-4335702,6640901
271,3335601,8938493
272,-4520813,4065401
273,-1479329,9383275
274,-3491485,688593
275,-7793792,-7382283
276,-5662406,4465219
277,647175,7277009
278,-307830,3095783
279,-8565621,-4324010
280,-6246063,-2301073
281,-5073524,-652747
282,-6731814,216512
283,4806243,9860989
284,-2552419,-23652
285,-1649388,6736292
286,-4213431,8504315
287,-4138408,3221999
288,-3421380,8432097
289,5154948,4451842
290,-4588533,-2516533
291,-9736442,-3053755
292,-8961242,-2805198
293,-8259059,2515592
294,-8089959,2305688
295,-6750743,7958276
296,1211453,357361
297,-5357700,1577814
298,-6250139,5038406
299,-8486332,6448748
300,-5498808,5703330
301,4937595,5425832
302,-8633375,-1268348
303,-731866,5042827
304,-6340533,2487184
305,-408058,5203679
306,-1662854,-833182
307,-6096617,8861270
308,-5592142,-3793640
309,-9864421,-1831735
310,-8273639,6402225
311,6320130,6954593
312,-6482094,-7442059
313,-530096,2393806
314,5875126,9103690
315,-5422691,8866718
316,-9497295,1351105
317,-3707254,-1432890
318,-126863,6990834
319,-7442442,-6778423
320,7853431,6865723
321,-9644081,9665347
322,-7468374,-8399603
323,-3153656,-876468
324,-1255647,9563804
325,-9063500,6275035
326,-1788666,-2536802
327,-8980574,-6520695
328,-6806611,5679638
329,3245247,4775488
330,-3428426,7774613
331,-4580404,6595778
332,5579442,9267319
333,3011383,2980615
334,-9048044,-2482847
335,-2980354,2345646
336,-8284536,17831
337,4778670,8900175
338,-8846123,498433
339,-4553336,1444826
340,-8899641,-4817268
341,-9263226,164855
342,3689631,6485001
343,-3711183,9630454
344,-9345519,7962577
345,-510621,4351652
346,-7157126,6067995
347,1474796,4226332
348,-7415812,-4445240
349,-5743509,-4639139
350,-711100,-389410
351,-9090943,-9763909
352,-4879280,-5183853
353,-1595159,-1391171
354,-9391718,3946802
355,-7243591,3082678
356,9947691,9683490
357,-8159716,5795141
358,-3752015,8647717
359,2359426,2861604
360,-7607814,-5828541
361,29925,4028003
362,-220297,4777069
363,-2607400,668485
364,17823,8765479
365,-9105983,-1987518
366,-5239938,651309
367,-6010278,7248749
368,-6527628,9401670
369,-7361338,-5350896
370,4476800,7789143
371,-1634322,362792
372,-1437907,-1703776
373,8816256,8322504
374,-8835110,1907500
375,3209408,3379220
376,-7829257,8203386
377,6053488,5459995
378,-2091094,3741895
379,-5853359,-5918986
380,-603379,9026236
381,4037232,3085819
382,8587930,9345270
383,-2005805,9662563
384,-8505587,2272270
385,-9642383,9403898
386,1702515,9514385
387,-1242520,8527734
388,-6876278,-421305
389,2462669,6345758
390,1804979,7985042
391,-1199702,2835174
392,-5253644,1333026
393,-2365341,9869369
394,-6202923,3775747
395,2802159,6476140
396,-8905173,-5111360
397,-5899832,4382153
398,-8755015,-3459253
399,-9661314,2219465
400,-8872820,24494
401,-8712393,2361413
402,-69075,5757296
403,-9068410,-6077533
404,-375272,1884965
405,-2390423,-2787867
406,-767441,4999849
407,-4459564,4264095
408,-1278691,2098164
409,-6559413,3233939
410,880612,-8625
411,-3008360,251581
412,-6501725,7789435
413,-8389839,-6636436
414,-2817178,-1242331
415,-2175174,-2788963
416,-9731480,4716576
417,-2558366,7039414
418,-5003098,1450341
419,-7097622,1382951
420,3958612,4883383
421,8499001,9358241
422,-4321530,-1959206
423,-9992644,2129603
424,-6819612,1476304
425,1355284,3980052
426,-2874831,3764395
427,-2897289,1605738
428,326926,9629848
429,-8528343,7368663
430,-5021303,-330209
431,-6545032,8630422
432,-7596987,-2871857
433,-3449948,-3471601
434,73705,2561449
435,-9659063,-2976030
436,5260071,6678700
437,-5787143,-469840
438,-6826274,4079673
439,-8647476,4938668
440,-2487169,1311731
441,4967290,5026748
442,716422,7740368
443,-6635992,6839287
444,-9829000,-9349444
445,9675699,9248021
446,-4116687,5715994
447,4402090,9834870
448,-5153445,2232292
449,2651617,5081560
450,-6023344,6399189
451,-6383209,339810
452,-9955157,8121524
453,-2781114,-3071365
454,-1991393,7085632
455,4556937,6383154
456,1289162,1795975
457,-4254606,-714535
458,-6042017,-757343
459,-4263205,-1477965
460,-2277489,9162069
461,3609684,8685292
462,-5273208,3333274
463,-6557126,1700274
464,-7357608,-2577718
465,-110100,6254833
466,-5503411,2587982
467,-4962906,8518472
468,3169636,4431864
469,270819,-123005
470,-2479797,9462226
471,592569,3038096
472,-6477171,2595300
473,-9085985,9789929
474,3147405,5536436
475,5336517,4622560
476,-4382325,6842855
477,-8618667,5722895
478,2936869,5072171
479,7282076,9592724
480,6820621,6226979
481,6041101,8763656
482,1526546,1984396
483,5584593,6683706
484,-8039566,7283265
485,-2044664,5086552
486,-8051794,1391310
487,-9724643,8216741
488,-9117196,4935889
489,-9613077,8659403
490,7233373,6817616
491,1545987,6480251
492,-8714932,7179755
493,979528,9843058
494,-9763267,2824943
495,-2188314,5608359
496,-7728787,1310705
497,118659,5066811
498,2250718,6173000
499,-6946421,2847994
500,-1479737,3040115
501,5071736,4357236
502,-5433376,-3120842
503,5434609,9113710
504,-1878271,2065729
505,-8709505,-2970743
506,-3034477,1330160
507,-8685833,6514305
508,1452597,2711639
509,6446679,9604119
510,-9640722,-4749192
511,-6638957,638583
512,-204450,9262045
513,-1521540,9246365
514,-3151205,5865547
515,-1555015,-1453711
516,-4922788,-2035137
517,-6971983,-5808456
518,419046,4400061
519,-1724620,4472914
520,-7336201,3122641
521,-6914953,4646614
522,3294450,3709867
523,1028624,5513082
524,-3758440,1006974
525,-2614141,322892
526,-7187883,-7535061
527,797176,7922017
528,-7481995,-723270
529,-8870202,1299487
530,-6681898,-135488
531,1265053,2241128
532,-2462441,3598668
533,-727924,4044218
534,6219354,7557528
535,2294236,4166389
536,3767993,7643443
537,5640711,8883111
538,-6294217,1799704
539,-1605099,3710097
540,-7336731,1141110
541,-2513798,3356078
542,2158277,2088593
543,-5721493,-6726860
544,-7561656,5980843
545,4256453,9916331
546,-8653457,3087167
547,8442907,8097127
548,-1015852,9608843
549,-9400803,-9751050
550,6042716,8431451
551,-7578093,3207029
552,-2687525,-136863
553,958698,2284709
554,6060563,8972776
555,-3010944,4233269
556,-5450465,1957365
557,-5496779,-5320931
558,-5008366,-6003098
559,-1863141,2303314
560,-5872708,9438831
561,-2031935,7718550
562,-7314289,-3709090
563,4978228,5374298
564,6920373,9696966
565,-4232894,-4364203
566,-5007921,7716431
567,-8640269,4121459
568,-716986,9401073
569,3409122,5949284
570,2143519,2744245
571,-7616346,7312005
572,4760777,3959969
573,9453543,9790137
574,864281,2562769
575,-9257062,5791284
576,1916337,4870526
577,-5586080,-2261815
578,-4062199,1398567
579,-2193459,-1141933
580,-1526257,1841182
581,490023,3863881
582,-903517,5775221
583,-4137107,833645
584,-9952315,-8475522
585,3422000,2996310
586,-8246156,9461574
587,185952,5571440
588,1384934,5136974
589,-2365074,3961625
590,3317547,4268363
591,-1642713,7310541
592,6692448,7516105
593,-1586021,3049292
594,-6460150,-6453834
595,-7517949,-677995
596,1224077,1727859
597,3527540,9520831
598,1481644,1756980
599,3631555,2738097
600,-5410249,-1780910
601,-7366328,3280118
602,-9381122,-3715235
603,-8169073,1068911
604,-744447,244424
605,207278,977136
606,-6209799,6639980
607,-4400937,-4476669
608,-4984694,6951320
609,-940135,199259
610,-6973688,4948797
611,-9081255,-2804575
612,-4928539,4578454
613,-6537024,-6033838
614,1983890,6559741
615,-7453885,-3039858
616,-4002276,4773035
617,-5358892,-5517262
618,-7940180,386254
619,-3324717,-2487420
620,-8724278,1453387
621,3803460,5967542
622,-386978,1151077
623,-8002946,-2566048
624,3927963,8365158
625,1713750,4928351
626,-7668047,1650957
627,-1729603,1658983
628,-4350784,887438
629,-8733652,-8713175
630,-8637838,-250228
631,-6184831,6326652
632,-7287257,3110399
633,-5122599,1511416
634,-4291170,-2411559
635,-7777265,-7925261
636,-7072535,-1044042
637,5563733,5912496
638,-4357765,-3632884
639,-4992559,6860534
640,5923868,9397374
641,6800349,6514353
642,-3966823,5946819
643,-3295476,2661952
644,-2622171,-2129975
645,-5769326,-2772320
646,2478424,8561759
647,-2298960,-1283583
648,2576407,3152305
649,-3412184,6701176
650,3173361,9820334
651,-8409769,4069605
652,-4924504,-3860464
653,-9451451,3812369
654,4950510,4429595
655,-6937976,-319387
656,5197832,6773358
657,-9289029,-5247490
658,-4992913,-80613
659,3155945,9298502
660,-770176,9504404
661,-1992191,-2571687
662,-1908043,9088174
663,-8857842,-6893886
664,-6623868,-3593993
665,-238380,799492
666,-2332036,6180604
667,-2780391,-1857896
668,-5706290,778094
669,2328802,8241430
670,-9116246,-507893
671,-598315,8280013
672,-4404767,4848968
673,-9229563,8229342
674,-5554237,-3505934
675,-8764902,371497
676,-5895915,-275395
677,-9299259,-8700759
678,6440361,8611851
679,-6505134,1501937
680,-2632556,9762032
681,-1533686,6509548
682,-8944939,8188729
683,-4835664,2141422
684,-9702387,2616802
685,-2737844,2018980
686,5148995,8499791
687,-5042404,478691
688,-5939696,-5185992
689,-4130435,2776480
690,-7725041,2954568
691,2275165,4637962
692,-2119720,8361807
693,1491153,6982426
694,-5343891,-987162
695,-3967733,-1684632
696,8186396,7243707
697,995961,5756062
698,-3040585,8997297
699,-6026718,6052611
700,-780171,2053207
701,-9823806,1364657
702,-931602,125281
703,2877531,9578295
704,655880,1486103
705,-6352610,-1110760
706,-6576344,-4057127
707,782770,4565284
708,-4299547,9949313
709,3689384,7355920
710,-797903,9381523
711,-3434281,7207421
712,-1936403,1939349
713,1797630,9516581
714,-7624392,1559467
715,243733,1027046
716,441143,5239749
717,-8496892,-1497030
718,-6024482,-1332674
719,-7702833,3325698
720,-4064655,8424919
721,4829137,3935605
722,-8899289,-5303995
723,4980724,7946808
724,-3795805,7602487
725,-6332290,2620299
726,-2684444,-1717428
727,-317414,3023350
728,-6121510,8070444
729,432002,2408550
730,-3365632,-3208551
731,-8322187,-4989158
732,612286,1990736
733,-9205371,1520458
734,-764217,8481187
735,853802,14787
736,-5799274,-1193665
737,-7938457,4559158
738,-5409827,5124167
739,5295037,9339303
740,6678436,7288929
741,6625394,5843211
742,8629196,7890523
743,-6497716,116333
744,-1718920,3324035
745,-8083011,9419716
746,-9112159,1231683
747,-4987296,2841067
748,-810199,944583
749,-8879188,-698076
750,-4645734,-2152052
751,-6295685,-5734269
752,4561352,9170799
753,-7314119,-975580
754,1717573,3893937
755,-4388504,8703893
756,-6942185,519749
757,-9417240,67030
758,-5294718,1667558
759,43975,7340880
760,-3986803,7349240
761,1831878,4216269
762,-8539089,-8003435
763,2183990,8664125
764,-7588424,6649844
765,-5755093,9007661
766,-3061692,4511583
767,-4652,3415450
768,-8231062,-1994525
769,-7141464,565094
770,-2749325,639349
771,5027268,6006533
772,4475308,6478985
773,-3174228,-3293306
774,-4478763,4671129
775,-5293663,-5648869
776,-6568607,-1086390
777,5004217,5148055
778,-785786,6289238
779,-4660138,7525976
780,844751,5547273
781,-8950084,-200841
782,-7301290,121536
783,-4461912,1513637
784,-3881298,3725454
785,2633058,2956103
786,2951140,5475556
787,4539365,4047882
788,-5430809,-2006804
789,-3498475,5134218
790,-7549524,-2997106
791,-5664816,-4074770
792,-2849502,-1670677
793,-8474047,6321922
794,-8536419,9285783
795,215451,2639076
796,2856147,5401185
797,7610957,8461729
798,2046259,3779133
799,-1536335,4480895
800,-7926498,4462224
801,1169376,7849505
802,-7347267,5891762
803,-2138806,3359195
804,6382279,8132358
805,-8325861,7740596
806,4859257,8208253
807,-5931616,-3015761
808,-2044674,3506926
809,-4987667,4291525
810,-8226153,8888439
811,-9539130,-8840803
812,-5562238,8752370
813,6570221,7687847
814,-6276196,2827621
815,-2750474,-2041955
816,-8031416,-8739500
817,-9087655,-1049636
818,4277783,4342228
819,-6051842,-3049259
820,-1498934,7077370
821,4396166,5127480
822,-360327,7200274
823,-5301200,6309728
824,-1390584,6005494
825,1001214,2911857
826,-3703667,6163636
827,-7847628,6606996
828,4810838,7767241
829,-9282878,-6738559
830,-6905339,-7205735
831,1697243,9602595
832,-9480454,-4417642
833,-7052642,6070002
834,-4069611,-1911703
835,-4774771,9472410
836,-5584137,1848202
837,-6803215,-1344431
838,258803,8182744
839,-3100975,-725521
840,547550,5964024
841,1962943,2628361
842,-7852510,1334116
843,-2512643,-3225752
844,2459877,8885942
845,-4028582,5754768
846,6791341,6330084
847,-7218931,-6789222
848,-3193705,3716040
849,-2223905,2246530
850,-9396575,4217820
851,-3993571,9540555
852,-1806406,9578265
853,-9939058,-751960
854,-6122094,-2287801
855,-5084380,-4714221
856,2343248,8874765
857,-4352876,1805572
858,5401145,7520729
859,-7487382,-1607699
860,5138746,8292237
861,5946795,5014527
862,-7486489,6288586
863,-2021130,7115614
864,408367,3084024
865,5516478,4898404
866,-1167859,-1964858
867,-1456954,-2173662
868,-5748028,7801460
869,-31398,7173123
870,-7648470,-2411341
871,-8429790,6381477
872,-9949934,7494156
873,8276055,8065242
874,1372407,8735956
875,-666200,773202
876,6395845,9431678
877,3665654,8493839
878,418396,8789220
879,2609986,3632416
880,6943006,9618280
881,-7187402,-1420612
882,8879240,7994726
883,1551850,6800930
884,1895485,7538882
885,-9084103,-566465
886,1776180,8192227
887,-8367965,-1283348
888,-6305663,-2386129
889,-8552167,3245279
890,-2664856,7385208
891,-3243316,7105267
892,-6385035,-5441770
893,-5682256,-2795415
894,-3617972,9550180
895,-7814468,7849025
896,-5290014,9401049
897,-2187401,9634540
898,-9949251,-1864240
899,-9934304,-9058599
900,284912,6664105
901,-9950341,-4251064
902,-631312,8991792
903,213830,7831114
904,-2262833,404037
905,-7023731,6443540
906,-4504287,-4613351
907,8810160,9013346
908,-6100038,7634197
909,-3267164,7469683
910,-6948174,2067848
911,-4007922,-1137751
912,2688225,6516996
913,-2816981,4303964
914,-2924927,2497391
915,-6013787,3383750
916,-7515849,6117251
917,7275622,9171608
918,1595564,4021379
919,6066011,8075211
920,-8179503,3106564
921,-954330,6664693
922,-8254611,2730819
923,-7472046,290788
924,5594092,4668865
925,-5983589,-1995682
926,-5952361,8535482
927,-1598745,5286892
928,-447059,9634395
929,7340808,8553703
930,-8867511,3863991
931,-5318745,2544542
932,-9002891,271016
933,-188181,6932351
934,3181166,2408902
935,-1364881,2988899
936,-2056099,2612822
937,103162,4962971
938,-5092570,6410855
939,-1459880,1508976
940,-7205053,-1932616
941,-1422387,-749341
942,2919764,6797646
943,-9026246,9859738
944,3717276,5370637
945,-5641250,8572975
946,2510467,2100946
947,4634758,6091836
948,-9563828,-2962766
949,8124525,9667229
950,-9855948,2810009
951,-4811929,-867003
952,4004872,5728888
953,1272375,3427017
954,-8940255,8501665
955,-7926636,1789697
956,621117,1830561
957,1214411,3090204
958,6136655,8500177
959,-7143157,-3728382
960,3027921,2089749
961,-3647209,8260573
962,-8963081,-1165888
963,-1448037,7930229
964,2580771,4406267
965,-2399846,-328320
966,-6597473,6153587
967,-7630457,-2164402
968,-2799987,-2002536
969,4472088,4630333
970,-9119958,-3495042
971,-9247446,9493600
972,-7244019,-1079624
973,-2008652,5304375
974,2572133,1647238
975,-8736882,-9546512
976,528281,5159281
977,-985005,6507171
978,-7160711,-3164011
979,808518,9419451
980,-8487216,4794272
981,1033965,7495019
982,-7475109,1082788
983,1966715,8049598
984,-9631513,-1518745
985,2858965,9827656
986,637337,8400004
987,2940407,3616502
988,-6201086,-7066028
989,3396840,8837140
990,4093402,7347519
991,-203691,6669623
992,-2277280,306688
993,-6519512,-1989810
994,6839835,9619352
995,2542491,4708490
996,-1892098,-11242
997,-7231066,980261
998,-4035856,9229574
999,-1125207,4864075
1000,-5671376,-5331101
