ID,x,y
1,-6115579,794677
2,5376443,-7364766
3,4153239,4616164
4,4568345,-1421945
5,9711274,7864256
6,1527648,3543371
7,7182774,1063267
8,5631263,3224022
9,5866488,3852629
10,-1096344,-9251026
11,-1905506,1719618
12,920718,-1572005
13,-1364026,4262452
14,5555264,7444625
15,-1783158,-7704314
16,3584612,-8172148
17,9538934,-2607982
18,-1760929,1259934
19,-6484501,7830736
20,266532,976538
21,-6920759,-3112254
22,-4056969,2686034
23,-8426579,5847769
24,5496317,3846909
25,2691942,6825777
26,-7458734,9195559
27,-4062117,6911666
28,7550573,-3622155
29,-7358162,2526101
30,-6170717,9266596
31,-9403532,-584999
32,1840463,1186254
33,-9081410,-8858093
34,5940305,-7352038
35,3147047,-3188096
36,9125252,-3667999
37,-5516428,-5462804
38,-6645342,-8834786
39,3908824,5585256
40,9974873,-3131429
41,5502625,-1692245
42,1923527,-5750186
43,7625844,-1006708
44,-5982109,4585967
45,-7518999,4578259
46,6417417,-6233112
47,6744016,2550152
48,4567817,7566542
49,-2536620,2129008
50,1992026,2692796
51,5689125,785615
52,-5649964,-1948512
53,-5707153,5507392
54,589239,8086943
55,4901991,-9684976
56,5821053,419484
57,348452,1708453
58,2039557,9680787
59,3594104,5350948
60,9684469,-3173586
61,-3549505,6282983
62,-7484076,-9034411
63,5377063,6222928
64,9123909,-2198702
65,-570314,-6151043
66,-2068268,2212960
67,-8466767,4111831
68,-260043,-8915114
69,2001268,4121876
70,1993376,8510965
71,-9608797,336810
72,-2428202,4477300
73,8711209,-8947042
74,7977200,1658876
75,-9857607,9708510
76,2757358,1266164
77,-9090402,963119
78,7000219,-251947
79,-6926358,7076253
80,-876219,-8435455
81,7172007,-4030512
82,-409704,8458780
83,3963043,-9503980
84,-3662108,-239804
85,5074515,-7832864
86,963024,5863164
87,3014437,-1589182
88,-8454725,-8871379
89,-8984328,-3974645
90,-6317895,7964648
91,2699245,8215643
92,7051681,-2131294
93,7108642,8110729
94,8073129,5391333
95,-1729836,1685751
96,-7372927,-6505275
97,-5106568,4734541
98,1117175,465179
99,5390914,-5867063
100,8166230,2189026
101,-829058,11341
102,834835,-318500
103,-533052,-706414
104,916787,666482
105,-664044,86327
106,-555145,102808
107,-590287,689817
108,-834678,-108210
109,-479111,103346
110,755676,-805310
111,749829,-646955
112,-485903,-959057
113,339039,912737
114,686318,-152817
115,-221531,-285271
116,-513314,-164333
117,50974,-283045
118,241592,-466971
119,982362,435203
120,-268074,-334895
121,-184726,-725132
122,45871,-46845
123,405449,411383
124,-436546,-693224
125,183305,259082
126,525899,154788
127,-549900,228512
128,-977239,-217896
129,-917417,214374
130,426914,-346520
131,731126,20159
132,-630422,251905
133,-699903,784202
134,70010,984199
135,-146829,-717114
136,148807,-687781
137,-466040,-596191
138,-401738,-330173
139,782032,-545159
140,-331866,-989971
141,846508,965213
142,933375,237591
143,529037,-465758
144,-242760,605984
145,467088,548986
146,-293281,212622
147,-570306,304478
148,231495,557901
149,-840205,749337
150,-118909,-489701
151,-556628,999324
152,-996830,615474
153,-727361,-429214
154,412541,-123081
155,-112764,399973
156,892447,-287406
157,371102,-274936
158,-771827,-899047
159,-311727,-59603
160,-934837,735829
161,-500455,-31950
162,662364,638809
163,-233621,727533
164,-718257,141639
165,638268,-846117
166,-691346,-418415
167,28498,-593588
168,-293508,-264732
169,-907876,-753464
170,852864,122637
171,-951338,-202201
172,490593,509959
173,-318814,-326014
174,-54972,826739
175,396095,455762
176,-829974,833734
177,-965879,479427
178,948287,-978106
179,152405,109811
180,17832,-48990
181,92032,-92365
182,-29349,-625573
183,-372282,-384115
184,163731,-820161
185,481888,487369
186,395183,-47241
187,417618,-73087
188,-278451,505282
189,-687505,258614
190,563217,-265734
191,-409142,-758792
192,-758242,137012
193,393011,978665
194,-868481,504985
195,327267,828954
196,308402,85200
197,-840092,306382
198,-374634,-20591
199,997492,-890944
200,-929088,932604
201,-3284,-204119
202,996067,-938650
203,492830,647791
204,174675,-15359
205,-662863,-217133
206,-109660,-705066
207,-893905,804688
208,715163,-90156
209,711962,-711933
210,476359,499077
211,-946455,-688898
212,279741,-268240
213,4099,-722415
214,-905494,-943153
215,659364,-134003
216,801086,-148864
217,-782224,706642
218,-874362,-474995
219,68257,165513
220,-287478,-212918
221,880965,-802504
222,-789809,376617
223,-827574,607629
224,967570,-85594
225,-919844,-44647
226,-480635,680775
227,568691,-886561
228,47732,-492781
229,-419457,564648
230,296997,569387
231,386439,972306
232,-96540,-10865
233,807076,-868814
234,175294,919834
235,-605610,-189123
236,393008,-938276
237,342518,-999874
238,250338,-62466
239,510855,-552186
240,-54059,697770
241,423442,-922615
242,687036,-825313
243,-223855,162078
244,-119392,-632007
245,-132252,761519
246,-971943,559390
247,429274,359028
248,824532,31484
249,332011,-907890
250,217078,-723987
251,-477080,-916909
252,-802370,607187
253,144073,-81650
254,372235,972833
255,-907674,-572201
256,-41358,-896826
257,-397407,999696
258,4914,-15662
259,-597241,112954
260,246110,-12243
261,-2736,167402
262,724457,291051
263,-581584,-913360
264,-920042,-908082
265,-895856,-362566
266,291889,-5155
267,-488465,400932
268,-33068,-706875
269,-358650,-121944
270,837043,-503403
271,-705928,50549
272,119878,281628
273,-847334,52681
274,713828,-328809
275,-895892,-846717
276,-193624,324894
277,985749,-43007
278,166434,240278
279,439081,816512
280,-53374,892204
281,893759,-729972
282,673031,941847
283,666928,-383785
284,108093,97518
285,-676557,-917696
286,813914,480648
287,-954733,54586
288,-913912,-840306
289,-418129,386601
290,449409,524190
291,13799,-72423
292,-590253,-501456
293,185942,-973896
294,-271724,-73914
295,918303,-720790
296,796417,137455
297,466438,647596
298,-126584,160359
299,640881,-569050
300,-942325,-2809
301,-360250,-401323
302,575657,-54817
303,874322,809921
304,-984924,-702275
305,181978,764989
306,-642931,-15675
307,1931,-29392
308,953374,-61444
309,164745,-300122
310,-248406,542212
311,-534927,-649571
312,-102909,81685
313,-390377,-217615
314,-83155,680475
315,456530,-116106
316,713955,208908
317,-474359,445150
318,504215,690275
319,-390799,831034
320,-273869,-732423
321,238961,-249670
322,200945,566603
323,44617,-849126
324,532919,699189
325,-268135,603572
326,-81642,803800
327,-609302,-358359
328,564663,-710848
329,97109,230849
330,180741,-180552
331,-864509,-448228
332,-273570,-455300
333,-832787,152477
334,321972,198725
335,973926,-537761
336,126905,-770154
337,-44138,-168910
338,-789656,967427
339,-760824,830229
340,-55328,-504648
341,85254,-891418
342,453897,963555
343,621071,496446
344,-85522,-299692
345,-732023,27154
346,208556,-163991
347,-115351,360811
348,-670903,177978
349,41156,-440661
350,-898030,699367
351,134784,695533
352,-982199,701808
353,-793441,139814
354,605813,474474
355,-239169,83452
356,784614,-629052
357,667578,647157
358,-107225,514977
359,-65138,780147
360,135618,-913058
361,-899548,966323
362,31534,560175
363,-865301,-23626
364,953841,521256
365,-238297,12750
